"","appid","name","release_date","english","developer","publisher","platforms","required_age","categories","genres","steamspy_tags","achievements","positive_ratings","negative_ratings","average_playtime","median_playtime","owners","price"
"6752",400510,"The Final Take","2016/6/16",1,"HUSH Interactive","Forever Entertainment S. A.","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Adventure;Indie","Indie;Adventure;Horror",9,145,135,292,338,"20000-50000",1.59
"6755",400630,"Wuppo","2016/9/29",1,"Knuist & Perzik","SOEDESCO Publishing","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure;Indie;RPG","Adventure;Cute;Indie",23,1716,90,592,939,"200000-500000",10.99
"6758",400740,"VERGE:Lost chapter","2015/10/1",1,"GDNomad","Infernal Dream","windows",0,"Single-player;Steam Trading Cards","Gore;Action;Adventure;Indie","Adventure;Action;Indie",0,110,140,264,270,"100000-200000",3.99
"6762",400910,"Rabi-Ribi","2016/1/28",1,"CreSpirit;GemaYue","Sekai Project","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards","Action;Adventure;Casual;Indie","Anime;Cute;Bullet Hell",208,6496,167,2356,3223,"100000-200000",13.59
"6767",401190,"Dinosaur Hunt","2015/9/17",1,"Racing Bros","ANPA.US","windows;mac;linux",0,"Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards","Action;Adventure;Indie;Simulation","Dinosaurs;Action;Indie",1080,1948,1073,227,274,"100000-200000",0.79
"6797",402170,"Puzzle Ball","2015/10/1",1,"§±§à§é§Ö§Ø§Ö§â§è§Ö§Ó §£§Ý§Ñ§Õ;§¬§Ñ§ê§Ü§à§Ó§ã§Ü§Ú§Û §¡§ß§ä§à§ß;§¢§å§â§Ü§à§Ó §¯§Ú§Ü§Ú§ä§Ñ","Art-Pulsar","windows",0,"Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards;Includes level editor","Casual;Indie","Indie;Casual;Puzzle",36,27,34,299,322,"20000-50000",1.99
"6798",402180,"Sakura Swim Club","2015/9/11",1,"Winged Cloud","Winged Cloud","windows;mac;linux",0,"Single-player;Steam Trading Cards","Sexual Content;Nudity;Casual;Indie","Nudity;Anime;Mature",0,2019,320,621,618,"200000-500000",6.99
"6807",402390,"Hyperdrive Massacre","2015/10/12",1,"34BigThings srl","34BigThings srl;Digital Tribe","windows;mac;linux",0,"Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud","Action;Casual;Indie","Action;Indie;Local Multiplayer",34,106,88,203,248,"500000-1000000",6.99
"6810",402560,"Tabletopia","2016/11/30",1,"Tabletopia Inc.","Tabletopia Inc.","windows;mac",0,"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases","Casual;Free to Play;Indie;RPG;Simulation;Strategy","Board Game;Free to Play;Simulation",2,414,321,96,113,"200000-500000",0
"6811",402570,"Atlas Reactor","2016/10/4",1,"Trion Worlds","Trion Worlds","windows",0,"Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;In-App Purchases","Free to Play;Strategy","Free to Play;Multiplayer;Strategy",121,3992,890,1240,425,"500000-1000000",0
"6814",402710,"Osiris: New Dawn","2016/9/28",1,"Fenix Fire Entertainment","Reverb Triple XP","windows",0,"Single-player;Online Multi-Player;Co-op;Online Co-op","Action;Adventure;Indie;RPG;Early Access","Early Access;Survival;Space",0,6333,3149,418,496,"200000-500000",18.99
"6817",402840,"Crusaders of the Lost Idols","2015/10/13",1,"Codename Entertainment Inc.","Codename Entertainment Inc.","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards","Casual;Free to Play;Indie","Free to Play;Clicker;Casual",96,1823,345,581,104,"200000-500000",0
"6824",402980,"Osteya","2015/11/20",1,"MetalBear","MetalBear","windows;mac;linux",0,"Single-player;Steam Trading Cards;Partial Controller Support","Action;Adventure;Casual;Indie","Indie;Action;Casual",0,46,31,340,352,"20000-50000",5.79
"6832",403190,"Planetbase","2015/10/15",1,"Madruga Works","Madruga Works","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop","Indie;Simulation;Strategy","City Builder;Base-Building;Space",30,4171,1267,1069,1346,"200000-500000",15.49
"6845",403560,"Eaten Alive","2015/9/30",1,"Space Cat Studios","Back To Basics Gaming","windows",0,"Single-player;Steam Trading Cards","Indie","Indie;Zombies;Pixel Graphics",0,166,301,236,216,"200000-500000",0.79
"6846",403570,"Stigmat","2015/9/29",1,"Akakiy Petrushkin","Dagestan Technology","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Adventure;Indie","Indie;Adventure;Action",11,580,249,194,227,"200000-500000",3.19
"6848",403640,"Dishonored 2","2016/11/11",1,"Arkane Studios","Bethesda Softworks","windows",18,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action","Stealth;Action;First-Person",50,21022,5059,1117,1107,"1000000-2000000",29.99
"6853",403740,"GabeN: The Final Decision","2015/9/21",1,"Alex Zhang","Alex Zhang","windows",0,"Single-player;Steam Trading Cards","Casual;RPG","Memes;RPG;Casual",13,432,270,243,408,"100000-200000",0.79
"6859",403900,"Clergy Splode","2015/9/17",1,"PiGravity","Back To Basics Gaming","windows",0,"Single-player;Steam Trading Cards","Action;Indie","Indie;Action;Arcade",0,197,252,217,221,"200000-500000",0.79
"6877",404410,"Endless Sky","2015/10/30",1,"Michael Zahniser","Michael Zahniser","windows;mac;linux",0,"Single-player","Action;Adventure;Free to Play;RPG;Simulation","Space;Free to Play;Open World",0,3420,366,33,50,"500000-1000000",0
"6880",404480,"SC2VN - The eSports Visual Novel","2015/9/22",1,"Team Eleven","Team Eleven","windows;mac;linux",0,"Single-player","Adventure;Casual;Free to Play;Indie;RPG;Simulation","Visual Novel;Anime;Free to Play",0,786,59,135,154,"100000-200000",0
"6883",404540,"Nex Machina","2017/6/20",1,"Housemarque","Housemarque","windows",0,"Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Indie","Twin Stick Shooter;Action;Bullet Hell",39,1185,169,255,322,"200000-500000",14.99
"6888",404630,"One Hundred Ways","2015/10/23",1,"Sunlight Games","Sunlight Games","windows;mac;linux",0,"Single-player;Steam Trading Cards","Casual;Indie;Strategy","Casual;Indie;Strategy",0,30,21,309,356,"20000-50000",3.99
"6889",404640,"Game Tycoon 2","2016/4/8",1,"Sunlight Games","Sunlight Games","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Indie;Simulation;Strategy","Simulation;Strategy;Indie",35,120,114,354,388,"50000-100000",8.29
"6898",404850,"DARTHY","2016/2/16",1,"Collin, Kaleb, & Jeya","cwade games","windows",0,"Single-player;Steam Trading Cards","Casual;Indie","Indie;Casual;Platformer",0,26,8,249,265,"20000-50000",0.79
"6912",405440,"Ares Omega","2016/3/11",1,"Selenion Games","Selenion Games","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Action;Indie;RPG","Action;Indie;RPG",26,7,7,319,333,"20000-50000",0.79
"6918",405610,"Flight of the Paladin","2015/10/23",1,"Grizzly Wolf Games LLC","Grizzly Wolf Games LLC","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards","Action;Adventure;Casual;Indie","Action;Indie;Adventure",8,178,163,271,348,"100000-200000",0.79
"6919",405640,"Pony Island","2016/1/4",1,"Daniel Mullins Games","Daniel Mullins Games","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Stats","Indie","Puzzle;Indie;Psychological Horror",20,9347,421,224,289,"200000-500000",3.99
"6922",405710,"Staxel","2019/4/11",1,"Plukit","Humble Bundle","windows",0,"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop","Indie;RPG;Simulation","Sandbox;Agriculture;Multiplayer",23,1422,493,552,253,"50000-100000",14.99
"6929",405900,"Disgaea PC / Ä§½ç‘éÓ›¥Ç¥£¥¹¥¬¥¤¥¢ PC","2016/2/24",1,"Nippon Ichi Software, Inc.","NIS America, Inc.","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","RPG","Strategy RPG;RPG;Anime",30,2211,306,672,991,"200000-500000",10.99
"6930",405950,"Lowglow","2015/12/3",1,"Rockodile","Rockodile","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Adventure;Casual;Indie","Indie;Adventure;Casual",12,391,31,236,310,"50000-100000",5.59
"6934",406090,"Lost Moon","2015/9/28",1,"Thorngames","Thorngames","windows",0,"Single-player;Full controller support;Steam Trading Cards","Indie;Early Access","Early Access;Indie;Platformer",0,417,167,357,345,"200000-500000",1.69
"6938",406150,"Refunct","2015/10/16",1,"Dominique Grieshofer","Dominique Grieshofer","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Adventure;Casual;Indie","Parkour;Relaxing;3D Platformer",10,11930,583,149,129,"200000-500000",1.99
"6953",406730,"1,000 Heads Among the Trees","2015/12/11",1,"Aaron Oldenburg","KISS ltd","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards","Indie","Indie;Horror;Adventure",6,46,37,4275,4245,"50000-100000",4.99
"6963",407000,"Survival Is Not Enough","2017/7/14",1,"Fixer Games","Fixer Games","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards","Action;Adventure;RPG","Action;Adventure;RPG",16,18,29,243,260,"20000-50000",3.99
"6969",407120,"Soccer Manager 2016","2015/10/7",1,"Soccer Manager Ltd","Soccer Manager Ltd","windows;mac",0,"Single-player","Free to Play;Indie;Sports;Strategy","Free to Play;Soccer;Sports",0,523,218,10,17,"200000-500000",0
"6972",407230,"Legend of Mysteria RPG","2015/10/9",1,"Labyrinthine","EQ Games","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud","Action;Adventure;Indie;RPG","Anime;RPG;RPGMaker",6,410,182,148,175,"200000-500000",1.59
"6974",407300,"The Last NightMary - A Lenda do Cabe?a de Cuia","2015/11/2",1,"Submersivo Game Studio","Submersivo Game Studio","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Captions available","Indie","Indie;Horror;Point & Click",45,466,119,179,248,"50000-100000",2.79
"6981",407560,"Killing Room","2016/10/20",1,"Alda Games","Alda Games","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Captions available;Stats","Action;Indie;RPG","Action;RPG;Indie",42,635,291,386,751,"100000-200000",6.99
"6993",407840,"Guardians of Orion (Phase 1)","2016/12/21",1,"Spiral Game Studios","DANKIE","windows",0,"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Stats","Action;Indie;RPG","Action;Dinosaurs;Multiplayer",10,2080,1642,84,139,"200000-500000",0.79
"6995",407900,"Princess Remedy in a World of Hurt","2016/1/1",1,"Ludosity;Remar Games","Ludosity","windows",0,"Single-player;Full controller support","Action;Adventure;Indie","Indie;Pixel Graphics;Free to Play",0,2305,53,76,143,"100000-200000",0
"6996",407940,"Hyper Bounce Blast","2016/5/27",1,"Flump Studios","KISS ltd","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Indie","Action;Indie;Platformer",12,74,4,158,165,"20000-50000",3.99
"6997",407980,"Sakura Beach 2","2015/11/6",1,"Winged Cloud","Winged Cloud","windows;linux",0,"Single-player;Steam Trading Cards","Sexual Content;Nudity;Casual;Indie","Nudity;Anime;Mature",0,286,100,586,738,"100000-200000",6.99
"7000",408110,"Planet R-12","2016/5/5",1,"Timushev Vladimir;Composer-Motorin Dmitry (Djinotan)","Timushev Vladimir","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Action;Adventure;Indie;Strategy","Action;Indie;Adventure",26,116,24,238,263,"50000-100000",0.79
"7028",409160,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist","2015/12/4",1,"Crows Crows Crows","Crows Crows Crows","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Commentary available","Free to Play;Indie","Free to Play;Comedy;First-Person",6,7642,529,15907,35,"500000-1000000",0
"7036",409380,"Among the Heavens","2015/11/6",1,"Jetdogs Studios;CorePunch Gamestudio","Jetdogs Studios","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Casual;Simulation","Casual;Simulation;Match 3",20,210,39,202,239,"50000-100000",1.99
"7039",409420,"Knight Adventure","2015/10/15",1,"Syberstudio","Syberstudio","windows",0,"Single-player;Steam Trading Cards","Action;Adventure;Indie","Action;Adventure;Indie",0,19,32,374,376,"50000-100000",0.79
"7055",409710,"BioShock? Remastered","2016/9/15",1,"2K Boston;2K Australia;Blind Squirrel;Feral Interactive (Mac)","2K;Feral Interactive (Mac)","windows;mac",18,"Single-player;Steam Achievements;Full controller support;Steam Cloud;Commentary available","Action;RPG","FPS;Action;Story Rich",65,8652,5121,247,149,"2000000-5000000",9.99
"7056",409720,"BioShock? 2 Remastered","2016/9/15",1,"2K Marin;2K China;Digital Extremes;2K Australia;Blind Squirrel","2K","windows",18,"Single-player;Steam Achievements;Full controller support;Steam Cloud","Action;RPG","Action;RPG;FPS",53,2796,2808,166,162,"2000000-5000000",13.99
"7065",410110,"12 is Better Than 6","2015/11/20",1,"Ink Stains Games","HypeTrain Digital","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards","Action;Indie","Action;Shooter;Singleplayer",46,3192,576,228,303,"500000-1000000",6.99
"7069",410210,"Ampersand","2015/10/19",1,"PiGravity","Back To Basics Gaming","windows",0,"Single-player;Steam Trading Cards","Indie;Racing","Racing;Indie;Singleplayer",0,319,680,232,221,"200000-500000",0.79
"7071",410320,"EARTH DEFENSE FORCE 4.1 The Shadow of New Despair","2016/7/18",1,"SANDLOT","D3 PUBLISHER","windows",12,"Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action","Action;Third-Person Shooter;Co-op",51,4325,267,915,1708,"200000-500000",15.49
"7075",410380,"HEX: Shards of Fate","2016/4/19",1,"Hex Entertainment","Hex Entertainment","windows;mac",0,"Single-player;Multi-player;Online Multi-Player;Steam Trading Cards;In-App Purchases","Adventure;Free to Play;RPG;Strategy","Trading Card Game;Free to Play;Card Game",0,1055,580,2180,4344,"200000-500000",0
"7092",410900,"Forts","2017/4/19",1,"EarthWork Games","EarthWork Games","windows",0,"Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Workshop;Steam Leaderboards;Includes level editor","Action;Strategy","Strategy;Base-Building;Action",21,2073,549,1661,869,"200000-500000",10.99
"7103",411300,"ELEX","2017/10/17",1,"Piranha Bytes","THQ Nordic","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure;RPG","RPG;Open World;Singleplayer",50,7388,2427,1932,2218,"500000-1000000",39.99
"7109",411480,"BATTLECREW? Space Pirates","2017/7/10",1,"DONTNOD ELEVEN","DONTNOD ELEVEN","windows",0,"Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud;Steam Leaderboards","Action;Free to Play;Indie","Free to Play;Indie;Multiplayer",20,92,77,78,116,"100000-200000",0
"7113",411560,"Reveal The Deep","2015/12/4",1,"Lazy Monday Games","Lazy Monday Ltd","windows;mac;linux",0,"Single-player","Casual;Indie","Indie;Horror;Atmospheric",9,1081,194,20,39,"100000-200000",0.79
"7123",411740,"Yet Another World","2015/11/30",1,"energy milk","energy milk","windows;mac;linux",0,"Single-player;Full controller support;Steam Trading Cards","Action;Adventure;Indie","Indie;Action;Adventure",0,51,12,373,392,"50000-100000",5.79
"7127",411830,"SENRAN KAGURA SHINOVI VERSUS","2016/6/1",1,"Tamsoft","XSEED Games;Marvelous USA, Inc.;Marvelous","windows",0,"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Action","Anime;Nudity;Action",49,2991,160,1228,1381,"100000-200000",14.99
"7136",412130,"Era of Majesty","2016/2/26",1,"Alexandr Lavelin;Evgeny Shcherbakov","Atriagames","windows",0,"Single-player;Steam Trading Cards","Indie;RPG;Strategy;Early Access","Early Access;Strategy;Indie",0,151,93,206,235,"100000-200000",4.79
"7137",412140,"Electric Highways","2015/10/28",1,"Zykov Eddy;Xitilon","Siberian Digital","windows",0,"Single-player","Adventure;Free to Play;Indie","Free to Play;Indie;Adventure",0,1139,143,12,14,"100000-200000",0
"7138",412150,"Midsummer Night","2016/6/17",1,"Everlasting Fantasy","Siberian Digital","windows",0,"Single-player;Steam Trading Cards","Adventure;Casual","Adventure;Casual;Pixel Graphics",33,208,33,249,250,"50000-100000",3.19
"7139",412170,"City of Chains","2015/12/8",1,"Astronomic Games","New Reality Games","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support","Adventure;Indie;RPG;Strategy","Indie;RPG;Adventure",52,207,64,253,265,"200000-500000",5.99
"7140",412210,"Warfront Defenders: Westerplatte","2017/8/7",1,"Flying Robot Studios","New Reality Games","windows",0,"Single-player","Action;Indie;Strategy;Early Access","Early Access;Strategy;Action",0,15,16,253,257,"200000-500000",3.99
"7143",412290,"The Dreamlord","2016/12/13",1,"mesetts","New Reality Games","windows",0,"Steam Trading Cards","Adventure;Casual;Indie","Adventure;Indie;Casual",0,23,46,248,268,"100000-200000",2.79
